Index,Season,Year,Name,Studio,Episodes,Episode Duration,Genres,Release Date,Source,Score
2097,summer,2005,Okusama wa Mahou Shoujo,J.C.Staff,13,24,"Romance,Magic",38537,Source Unknown,
2046,summer,2005,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Toei Animation,1,91,"Shounen,Fantasy,Comedy,Adventure",38554,Manga,7.49
2107,summer,2005,Onegai My Melody,,52,24,"Magic,Fantasy,Comedy",38536,Source Unknown,
2088,summer,2005,Paniponi Dash!,Shaft,26,24,"School,Parody,Comedy",38537,Manga,
2103,summer,2005,PetoPeto-san,Xebec,13,25,"School,Romance,Fantasy,Comedy",38542,Light Novel,
2043,summer,2005,Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,OLM,1,100,"Kids,Fantasy,Drama,Adventure,Action",38549,Game,7.45
2079,summer,2005,Pokemon: Pikachu no Obake Carnival,OLM,1,,"Kids,Fantasy,Comedy,Adventure",38565,Source Unknown,
2083,summer,2005,Saishuu Heiki Kanojo: Another Love Song,,2,30,"Sci-Fi,Romance,Drama",38569,Source Unknown,
2084,summer,2005,Seikai no Senki III,Sunrise,2,37,"Space,Sci-Fi,Romance,Military,Action",38570,Light Novel,
2085,summer,2005,Shin Angyo Onshi,OLM Digital,1,85,"Fantasy,Action",38541,Manga,
2108,summer,2005,Shisha no Sho,,1,70,"Supernatural,Drama",38541,Source Unknown,
2048,summer,2005,Shuffle!,Asread,24,23,"Magic,Harem,Fantasy,Ecchi,Drama,Comedy",38541,Visual Novel,7.02
2067,summer,2005,Sousei no Aquarion,Ashi Productions,26,24,"Superpower,Supernatural,Sci-Fi,Romance,Mecha,Action",38538,Original,7.39
2077,summer,2005,Speed Grapher,Gonzo,24,23,"Superpower,Mystery,Action",38541,Original,7.66
2086,summer,2005,Sugar Sugar Rune,Studio Pierrot,51,24,"Shoujo,Magic,Fantasy",38535,Manga,
2061,summer,2005,Suzuka,Comet,26,23,"Sports,Shounen,Romance,Drama",38540,Manga,7.44
2109,summer,2005,Sweet Valerian Specials,Madhouse,8,4,"Shoujo,Magic,Comedy",38525,Original,
2082,summer,2005,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Trans Arts,1,,"Sports,Shounen,Comedy",38532,Manga,
2100,summer,2005,Tide-Line Blue,Telecom Animation Film,12,20,"Shounen,Military,Drama,Adventure,Action",38540,Original,
2057,summer,2005,Trinity Blood,Gonzo,24,24,"Vampire,Supernatural,Action",38541,Light Novel,7.44
2053,summer,2005,Tsubasa Chronicle,Bee Train,26,25,"Shounen,Romance,Magic,Fantasy,Adventure,Action",38535,Manga,7.68
2059,summer,2005,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Production I.G,1,,"Shounen,Fantasy,Drama,Adventure,Action",38584,Source Unknown,
2064,summer,2005,Ueki no Housoku,Studio Deen,51,23,"Supernatural,Shounen,Drama,Comedy,Adventure",38537,Manga,7.48
2056,summer,2005,xxxHOLiC Movie: Manatsu no Yoru no Yume,Production I.G,1,60,"Supernatural,Psychological,Mystery,Drama,Comedy",38584,Manga,
2104,summer,2005,Yuki no Joou (TV),TMS Entertainment,36,25,"Shoujo,Fantasy,Drama,Adventure",38536,Book,
2096,summer,2005,Zettai Shounen,Ajia-do,26,25,"Shounen,Sci-Fi,Mystery,Fantasy,Drama",38535,Original,
2090,summer,2005,Zoids Genesis,,50,25,"Military,Mecha,Comedy,Adventure,Action",38536,Source Unknown,
1913,winter,2005,Aa! Megami-sama!,AIC,5,30,"Supernatural,Seinen,Romance,Magic,Comedy",38359,Manga,
1908,winter,2005,Aa! Megami-sama! (TV),AIC,24,24,"Supernatural,Seinen,Romance,Magic,Comedy",38359,Manga,7.42
1961,winter,2005,Agatha Christie no Meitantei Poirot to Marple,OLM,39,25,"Mystery,Historical",38382,Novel,
1904,winter,2005,Air,KyoAni,12,24,"Supernatural,Slice of Life,Romance,Drama",38359,Visual Novel,7.2
1909,winter,2005,Air Movie,Toei Animation,1,91,"Supernatural,Romance,Drama",38388,Visual Novel,
1944,winter,2005,Ame to Shoujo to Watashi no Tegami,,1,,Shoujo,38397,Source Unknown,
1956,winter,2005,Anima,,1,,Music,38353,Source Unknown,
1967,winter,2005,Appaga Piryohae,,1,,Fantasy,38353,Source Unknown,
1957,winter,2005,Backkom,,52,3,"Kids,Comedy",38353,Source Unknown,
1912,winter,2005,Beck,Madhouse,26,25,"Slice of Life,Shounen,Music,Drama,Comedy",38358,Manga,8.1
1932,winter,2005,Blade,Madhouse,12,24,"Vampire,Horror,Drama,Action",38364,Comic Book,
1897,winter,2005,Bleach,Studio Pierrot,366,24,"Superpower,Supernatural,Shounen,Comedy,Adventure,Action",38363,Manga,7.92
1936,winter,2005,Bouken Ou Beet,Toei Animation,52,23,"Supernatural,Shounen,Fantasy,Adventure",38358,Manga,
1940,winter,2005,Buzzer Beater,TMS Entertainment,13,25,"Sports,Shounen",38388,Digital Manga,
1959,winter,2005,Damekko Doubutsu,Magic Bus,26,5,"Slice of Life,Comedy",38369,4-koma Manga,
1899,winter,2005,Detective Conan Movie 08: Ginyoku no Magician,TMS Entertainment,1,108,"Shounen,Police,Mystery,Comedy,Adventure",38336,Manga,7.96
1917,winter,2005,Detective Conan Movie 09: Promo Special,TMS Entertainment,1,,"Shounen,Police,Mystery,Comedy,Adventure",38353,Source Unknown,
1923,winter,2005,Digimon X-Evolution,Toei Animation,1,76,"Sci-Fi,Fantasy,Adventure,Action",38355,Original,
1966,winter,2005,Doku Tenshi no Shippo,,4,9,"Romance,Magic,Fantasy,Comedy",38353,Source Unknown,
1929,winter,2005,Eyeshield 21: Jump Festa 2005 Special,Gallop,1,,"Sports,Shounen,Comedy,Action",38353,Source Unknown,
1937,winter,2005,Fantastic Children,Nippon Animation,26,24,"Sci-Fi,Romance,Mystery,Fantasy,Adventure",38357,Original,
1935,winter,2005,Futari wa Precure: Max Heart,Toei Animation,47,25,"Shoujo,Magic,Fantasy,Comedy,Action",38389,Original,
1911,winter,2005,Gakuen Alice,Group TAC,26,25,"Superpower,Shoujo,School,Comedy",38360,Manga,7.52
1953,winter,2005,Gallery Fake,TMS Entertainment,37,25,"Seinen,Mystery",38361,Manga,
1921,winter,2005,Gankutsuou,Gonzo,24,24,"Thriller,Supernatural,Sci-Fi,Mystery,Drama",38357,Novel,7.92
1907,winter,2005,Girls Bravo: Second Season,AIC Spirits,13,23,"School,Romance,Harem,Fantasy,Ecchi,Comedy",38380,Manga,6.95
1952,winter,2005,Guardian Hearts-Power UP!,,4,17,"Magic,Harem,Fantasy,Ecchi,Comedy,Action",38380,Source Unknown,
1934,winter,2005,Harukanaru Toki no Naka de: Hachiyou Shou,Yumeta Company,26,24,"Supernatural,Shoujo,Magic,Historical,Fantasy,Demons",38357,Visual Novel,
1902,winter,2005,InuYasha: Guren no Houraijima,Sunrise,1,87,"Romance,Historical,Drama,Demons,Comedy,Adventure",38344,Manga,7.6
1927,winter,2005,"Iriya no Sora, UFO no Natsu",Toei Animation,6,27,"Sci-Fi,Romance,Drama",38380,Light Novel,
1948,winter,2005,Jinki:Extend,feel.,12,23,"Sci-Fi,Mecha",38358,Manga,
1910,winter,2005,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,ACGT,1,,"Fantasy,Drama,Adventure",38402,Light Novel,7.67
1949,winter,2005,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,Toei Animation,1,,"Magic,Kids,Ecchi,Comedy,Adventure,Action",38353,Source Unknown,
1933,winter,2005,Kujibiki Unbalance,Palm Studio,3,25,"School,Romance,Comedy",38343,Other,
1905,winter,2005,"Kumo no Mukou, Yakusoku no Basho",CoMix Wave Films,1,90,"Sci-Fi,Romance,Military,Drama",38400,Original,7.35
1946,winter,2005,Lime-iro Ryuukitan X,,13,25,"Supernatural,Mecha,Historical,Harem,Ecchi,Drama",38356,Visual Novel,
1954,winter,2005,Magical Canan,AIC A.S.T.A.,13,24,"Supernatural,Magic,Fantasy,Drama",38353,Source Unknown,
1939,winter,2005,Mahoraba: Heartful days,J.C.Staff,26,23,"Shounen,Romance,Drama,Comedy",38362,Manga,
1903,winter,2005,Mahou Sensei Negima!,Xebec,26,23,"Romance,Magic,Harem,Fantasy,Ecchi,Comedy",38358,Manga,7
1914,winter,2005,Mai-HiME,Sunrise,26,23,"Mecha,Magic,Fantasy,Drama,Comedy,Action",38359,Original,7.35
1930,winter,2005,Mai-HiME Specials,Sunrise,27,1,Comedy,38380,Original,
1970,winter,2005,Majime ni Fumajime Kaiketsu Zorori,Ajia-do,97,24,"Kids,Adventure",38396,Source Unknown,
1915,winter,2005,Major S1,Studio Hibari,26,25,"Sports,Shounen,Drama,Comedy",38360,Manga,8.01
1963,winter,2005,Masuda Kousuke Gekijou Gag Manga Biyori,Artland,12,5,"Parody,Comedy",38390,Manga,
1925,winter,2005,Mind Game,Studio 4°C,1,104,"Dementia,Romance,Psychological,Comedy,Adventure",38343,Manga,
1958,winter,2005,Onmyou Taisenki,Sunrise,52,23,"Supernatural,Shounen,Fantasy,Adventure",38358,Source Unknown,
1971,winter,2005,Otogi Juushi Akazukin OVA,Madhouse,1,,"Magic,Fantasy,Comedy,Adventure",38403,Original,
1945,winter,2005,Otogizoushi,Production I.G,26,23,"Historical,Fantasy,Drama,Adventure",38357,Original,
1919,winter,2005,Peach Girl,Comet,25,24,"Slice of Life,Shoujo,Romance,Drama",38360,Manga,7.16
1898,winter,2005,Pocket Monsters Advanced Generation: Rekkuu no Houmonsha Deoxys,OLM,1,98,"Sci-Fi,Kids,Fantasy,Comedy,Adventure,Action",38342,Game,7.28
1901,winter,2005,Samurai Champloo,Manglobe,26,24,"Shounen,Samurai,Historical,Comedy,Adventure,Action",38374,Original,8.36
1906,winter,2005,School Rumble,Comet,26,23,"Shounen,School,Romance,Comedy",38355,Manga,7.74
1950,winter,2005,Sentou Yousei Shoujo Tasukete! Mave-chan,Studio Fantasia,1,,"Superpower,Shounen,Sci-Fi,Parody,Comedy",38407,Source Unknown,
1931,winter,2005,Shin Angyo Onshi,OLM Digital,1,85,"Fantasy,Action",38325,Manga,
1965,winter,2005,Shinsatsushitsu,,1,,"Dementia,Horror",38353,Source Unknown,
1969,winter,2005,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,T.P.O,1,,"Military,Historical",38381,Source Unknown,
1942,winter,2005,Starship Operators,J.C.Staff,13,24,"Space,Sci-Fi,Military,Drama",38357,Light Novel,
1922,winter,2005,Suki na Mono wa Suki Dakara Shou ga Nai!!,Zexcs,12,24,"Slice of Life,Shounen Ai,Shoujo,Romance,Drama,Comedy",38361,Visual Novel,
1916,winter,2005,Sunabouzu,Gonzo,24,24,"Shounen,Sci-Fi,Ecchi,Comedy,Adventure,Action",38364,Manga,7.43
1924,winter,2005,Tenkuu Danzai Skelter+Heaven,,1,,"Sci-Fi,Mecha",38329,Game,
1926,winter,2005,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,Production I.G,1,65,"Sports,Shounen,Action",38381,Manga,
1928,winter,2005,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Trans Arts,1,,"Sports,Shounen,Comedy",38381,Manga,
1943,winter,2005,Tennis no Ouji-sama: Mini Theater,,3,2,Comedy,38364,Source Unknown,
1955,winter,2005,Transformers Galaxy Force,Gonzo,52,24,"Shounen,Sci-Fi,Mecha,Adventure",38360,Other,
1962,winter,2005,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,,4,12,"Sci-Fi,Romance,Harem,Drama,Comedy",38333,Source Unknown,
1920,winter,2005,Tsukuyomi: Moon Phase,Shaft,25,24,"Vampire,Seinen,Romance,Fantasy,Comedy",38363,Manga,
1951,winter,2005,UG☆Ultimate Girls,Studio Matrix,12,13,"Sci-Fi,Magic,Ecchi,Comedy",38362,Source Unknown,
1960,winter,2005,W: Wish Omake,,4,2,"Seinen,School,Harem",38408,Source Unknown,
1964,winter,2005,Watashi no Kao,,1,,"Dementia,Horror",38353,Source Unknown,
1947,winter,2005,Wind: A Breath of Heart Specials,,4,12,"School,Romance,Comedy",38331,Source Unknown,
1938,winter,2005,Xenosaga The Animation,Toei Animation,12,23,"Space,Shounen,Sci-Fi,Mecha,Action",38358,Game,
1918,winter,2005,Yakitate!! Japan,Sunrise,69,24,"Shounen,Comedy",38363,Manga,7.94
1968,winter,2005,Yoshino no Hime,,1,,"Slice of Life,Historical,Fantasy,Comedy",38353,Original,
1900,winter,2005,Yu☆Gi☆Oh!: Duel Monsters GX,Gallop,180,23,"Shounen,Game,Fantasy,Comedy,Action",38357,Manga,7.25
1941,winter,2005,Zipang,Studio Deen,26,24,"Seinen,Sci-Fi,Military,Historical,Drama,Action",38359,Manga,
2247,spring,2006,.hack//Roots,Bee Train,26,24,"Sci-Fi,Game,Fantasy,Drama,Adventure",38813,Original,
2234,spring,2006,Aa! Megami-sama!: Sorezore no Tsubasa,AIC,22,24,"Supernatural,Seinen,Romance,Magic,Comedy",38814,Manga,7.8
2220,spring,2006,Air Gear,Toei Animation,25,24,"Sports,Shounen,Ecchi,Comedy,Action",38812,Manga,7.34
2286,spring,2006,Angel Heart,TMS Entertainment,50,23,"Seinen,Romance,Mystery,Drama,Action",38811,Manga,
2254,spring,2006,Angel's Feather,Venet,2,30,"Supernatural,Shounen Ai,Sci-Fi,Romance,Fantasy,Drama",38835,Visual Novel,
2276,spring,2006,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,,1,,"Sci-Fi,Magic,Fantasy,Adventure,Action",38798,Source Unknown,
2245,spring,2006,Aria The Natural,Hal Film Maker,26,24,"Slice of Life,Shounen,Sci-Fi,Fantasy",38810,Manga,
2251,spring,2006,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,Hal Film Maker,1,,"Slice of Life,Shounen,Sci-Fi,Fantasy",38844,Source Unknown,
2280,spring,2006,Black Jack 21,Tezuka Productions,17,24,"Drama,Action",38817,Source Unknown,
2217,spring,2006,Black Lagoon,Madhouse,12,24,"Seinen,Action",38816,Manga,8.06
2215,spring,2006,Bleach: The Sealed Sword Frenzy,Studio Pierrot,1,,"Supernatural,Shounen,Fantasy,Drama,Comedy,Adventure",38799,Manga,7.22
2228,spring,2006,Blood+,Production I.G,50,24,"Supernatural,Mystery,Military,Horror,Drama,Action",38808,Original,7.53
2302,spring,2006,Bloody Night,,1,,"Thriller,Supernatural,Psychological,Horror",38858,Source Unknown,
2269,spring,2006,Capeta,Comet,52,23,"Sports,Shounen,Cars",38811,Manga,
2291,spring,2006,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,,1,90,"Slice of Life,Shounen,School,Kids,Ecchi,Comedy",38822,Source Unknown,
2290,spring,2006,D.I.C.E.,Xebec,40,25,"Shounen,Sci-Fi,Mecha,Kids,Adventure,Action",38811,Source Unknown,
2266,spring,2006,Dai Mahou Touge,Diomedéa,4,24,"Supernatural,Magic,Comedy",38796,Manga,
2289,spring,2006,Dai Mahou Touge Omake,Diomedéa,4,1,Comedy,38796,Source Unknown,
2218,spring,2006,Detective Conan Movie 10: Tantei-tachi no Requiem,TMS Entertainment,1,111,"Shounen,Police,Mystery,Comedy,Adventure",38822,Manga,7.83
2232,spring,2006,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,TMS Entertainment,1,,"Shounen,Police,Mystery,Comedy",38791,Manga,
2233,spring,2006,Digimon Savers,Toei Animation,48,23,"Shounen,Fantasy,Drama,Comedy,Adventure",38809,Original,7.37
2253,spring,2006,Doraemon Movie 26: Nobita no Kyouryuu 2006,Shin-Ei Animation,1,107,"Kids,Comedy,Adventure",38780,Source Unknown,
2230,spring,2006,Ergo Proxy,Manglobe,23,25,"Sci-Fi,Psychological,Mystery",38808,Original,7.9
2213,spring,2006,Fate/stay night,Studio Deen,24,24,"Supernatural,Romance,Magic,Fantasy,Action",38815,Visual Novel,7.25
2222,spring,2006,Fullmetal Alchemist: Premium Collection,Bones,3,7,"Shounen,Fantasy,Comedy",38805,Manga,7.29
2294,spring,2006,Fushigiboshi no☆Futagohime Gyu!,,52,24,"Shoujo,Magic,Comedy",38808,Source Unknown,
2296,spring,2006,Gaiking: Legend of Daiku-Maryu,Toei Animation,39,25,"Sci-Fi,Mecha,Action",38809,Source Unknown,
2239,spring,2006,Gakuen Heaven,Tokyo Kids,13,26,"Shounen Ai,School,Romance,Harem,Drama,Comedy",38808,Visual Novel,
2292,spring,2006,Ginga Densetsu Weed,Studio Deen,26,24,"Shounen,Drama,Adventure",38813,Source Unknown,
2223,spring,2006,Gintama,Sunrise,201,24,"Sci-Fi,Samurai,Parody,Historical,Comedy,Action",38811,Manga,8.59
2285,spring,2006,Glass no Kantai: La Legende du Vent de l'Univers,Gonzo,24,24,"Sci-Fi,Adventure",38812,Original,
2295,spring,2006,Gun-dou Musashi,ACC Production,26,24,"Samurai,Fantasy,Adventure",38816,Original,
2303,spring,2006,Hanare Toride no Yonna,Studio 4°C,1,,"Fantasy,Adventure",38815,Original,
2309,spring,2006,Haru no Ashioto The Movie: Ourin Dakkan,Asahi Production,1,,"School,Comedy,Action",38807,Visual Novel,
2224,spring,2006,Higurashi no Naku Koro ni,Studio Deen,26,24,"Dementia,Thriller,Supernatural,Psychological,Mystery,Horror",38812,Visual Novel,7.79
2274,spring,2006,Himawari!,Arms,13,24,"Martial Arts,Comedy,Adventure",38816,Original,
2298,spring,2006,Himesama Goyoujin,Nomad,12,24,Comedy,38820,Source Unknown,
2306,spring,2006,Himitsukessha Taka no Tsume,DLE,12,10,"Superpower,Parody,Comedy",38813,Source Unknown,
2268,spring,2006,Hokuto no Ken: Raoh Gaiden Junai-hen,TMS Entertainment,1,95,"Martial Arts,Adventure,Action",38787,Source Unknown,
2265,spring,2006,Idaten Jump,Production I.G,52,20,"Sports,School,Game",38808,Manga,
2249,spring,2006,Inukami!,Seven Arcs,26,23,"Supernatural,Shounen,Romance,Ecchi,Comedy",38813,Light Novel,
2283,spring,2006,Iron Kid,Daewon Media,26,24,"Sci-Fi,Comedy,Adventure,Action",38813,Source Unknown,
2263,spring,2006,Joshikousei: Girl's High,Arms,12,24,"Slice of Life,School,Ecchi,Drama,Comedy",38811,Manga,
2277,spring,2006,Joshikousei: Girl's High Specials,Arms,3,8,"Slice of Life,Comedy",38862,Manga,
2246,spring,2006,Jyu Oh Sei,Bones,11,22,"Shoujo,Sci-Fi,Mystery,Drama,Adventure,Action",38821,Manga,
2293,spring,2006,Kakutou Bijin Wulong: Rebirth,TMS Entertainment,25,25,"Shounen,School,Martial Arts,Comedy,Action",38809,Source Unknown,
2252,spring,2006,Kamisama Kazoku,Toei Animation,13,25,"Romance,Fantasy,Drama,Comedy",38855,Light Novel,
2275,spring,2006,Keroro Gunsou Movie 1,Sunrise,1,60,"Shounen,Sci-Fi,Kids,Comedy",38787,Manga,
2244,spring,2006,Kiba,Madhouse,51,24,"Shounen,Fantasy,Adventure",38809,Original,
2267,spring,2006,Kidou Senshi Z Gundam: A New Translation - Hoshi no Kodou wa Ai,Sunrise,1,100,"Space,Sci-Fi,Military,Mecha,Drama",38780,Original,
2271,spring,2006,Kirarin☆Revolution,SynergySP,153,22,"Shoujo,Romance,Drama,Comedy",38814,Manga,
2264,spring,2006,Kishin Houkou Demonbane (TV),View Works,12,25,"Romance,Mecha,Magic,Harem,Ecchi,Action",38856,Visual Novel,
2257,spring,2006,Kyou no 5 no 2,Shinkuukan,4,29,"Seinen,School,Ecchi,Comedy",38800,Manga,
2287,spring,2006,Love Get Chu,Radix,25,24,"Romance,Comedy",38812,Visual Novel,
2236,spring,2006,Major S2,Studio Hibari,26,25,"Sports,Shounen,Drama,Comedy",38808,Manga,7.93
2258,spring,2006,Makai Senki Disgaea,OLM,12,24,"Magic,Fantasy,Demons,Comedy,Action",38812,Game,
2308,spring,2006,Memories Off #5 Togireta Film The Animation,Doga Kobo,1,,"Romance,Drama",38805,Visual Novel,
2255,spring,2006,Mitsu x Mitsu Drops,,2,27,"Shoujo,School,Romance,Drama",38835,Manga,
2262,spring,2006,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,Sunrise,3,30,"Space,Sci-Fi,Military,Mecha",38833,Source Unknown,
2259,spring,2006,Mobile Suit Gundam Seed Destiny Special Edition,Sunrise,4,,"Sci-Fi,Romance,Military,Mecha,Drama,Action",38839,Source Unknown,
2231,spring,2006,Nana,Madhouse,47,23,"Slice of Life,Shoujo,Romance,Music,Drama,Comedy",38812,Manga,8.09
2212,spring,2006,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Studio Pierrot,1,96,"Supernatural,Shounen,Fantasy,Drama,Comedy,Adventure",38835,Manga,7.26
2270,spring,2006,Nishi no Yoki Majo: Astraea Testament,Hal Film Maker,13,24,"Romance,Mystery,Fantasy,Drama,Comedy",38815,Light Novel,
2243,spring,2006,Oban Star-Racers,Hal Film Maker,26,25,"Shounen,Sci-Fi,Mecha,Adventure",38819,Original,
2219,spring,2006,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Toei Animation,1,95,"Shounen,Fantasy,Comedy,Adventure",38780,Manga,7.39
2214,spring,2006,Ouran Koukou Host Club,Bones,26,23,"Shoujo,School,Romance,Harem,Comedy",38812,Manga,8.08
2305,spring,2006,Poka Poka Mori no Rascal,Nippon Animation,52,5,Kids,38808,Source Unknown,
2240,spring,2006,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,OLM,1,,"Kids,Fantasy,Comedy,Adventure",38857,Game,
2221,spring,2006,Pokemon: Senritsu no Mirage Pokemon,OLM,1,,"Kids,Fantasy,Comedy,Adventure",38836,Game,
2241,spring,2006,Princess Princess,Studio Deen,12,24,"Shoujo,School,Comedy",38812,Manga,
2284,spring,2006,Ray The Animation,OLM,13,24,"Sci-Fi,Romance,Drama",38813,Manga,
2272,spring,2006,Renkin San-kyuu Magical? Pokaan,Remic,12,24,"Vampire,Parody,Magic,Ecchi,Comedy",38812,Original,
2248,spring,2006,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Nomad,1,,"Mystery,Comedy",38834,Source Unknown,
2250,spring,2006,Saiunkoku Monogatari,Madhouse,39,25,"Romance,Historical,Fantasy,Drama,Comedy,Adventure",38815,Light Novel,
2297,spring,2006,Sasami: Mahou Shoujo Club,AIC Spirits,13,25,"School,Magic,Fantasy",38820,Source Unknown,
2225,spring,2006,School Rumble Ni Gakki,Comet,26,24,"Shounen,School,Romance,Comedy",38810,Manga,7.89
2261,spring,2006,Shinigami no Ballad.,Ginga Ya,6,25,"Supernatural,Psychological,Fantasy,Drama",38779,Light Novel,
2273,spring,2006,Simoun,Studio Deen,26,24,"Shoujo Ai,Romance,Military,Magic,Fantasy,Drama",38810,Original,
2299,spring,2006,Sin in the Rain,,1,,Mystery,38800,Source Unknown,
2260,spring,2006,Soul Link,Picture Magic,12,25,"Sci-Fi,Romance,Military,Comedy,Adventure,Action",38809,Visual Novel,
2310,spring,2006,Soul Link Picture Drama,,3,4,"Sci-Fi,Romance",38809,Visual Novel,
2281,spring,2006,Spider Riders: Oracle no Yuusha-tachi,Bee Train,26,23,"Mecha,Adventure,Action",38812,Novel,
2238,spring,2006,Strawberry Panic,Madhouse,26,25,"Shoujo Ai,School,Romance,Drama",38811,Other,7.19
2216,spring,2006,Suzumiya Haruhi no Yuuutsu,KyoAni,14,23,"Slice of Life,Sci-Fi,School,Parody,Mystery,Comedy",38810,Light Novel,7.71
2307,spring,2006,TANK S.W.A.T. 01,,1,,Mecha,38800,Source Unknown,
2237,spring,2006,Tennis no Ouji-sama: Zenkoku Taikai-hen,M.S.C,13,23,"Sports,Shounen,Comedy,Action",38800,Source Unknown,
2278,spring,2006,The Third: Aoi Hitomi no Shoujo,Xebec,24,23,"Seinen,Sci-Fi,Adventure,Action",38821,Light Novel,
2312,spring,2006,Tide-Line Blue: Kyoudai,Telecom Animation Film,1,,"Shounen,Drama,Adventure",38833,Original,
2256,spring,2006,Tokkou,AIC Spirits,13,24,"Supernatural,Police,Mystery,Horror,Comedy,Action",38837,Manga,
2282,spring,2006,Tottoko Hamtarou Hai!,,77,5,"Kids,Adventure",38812,Source Unknown,
2226,spring,2006,Tsubasa Chronicle 2nd Season,Bee Train,26,25,"Romance,Mystery,Fantasy,Drama,Adventure,Action",38836,Manga,7.78
2227,spring,2006,Utawarerumono,OLM,26,23,"Sci-Fi,Fantasy,Drama,Action",38811,Visual Novel,7.9
2242,spring,2006,Utawarerumono Specials,OLM,6,11,"Fantasy,Drama,Comedy,Action",38811,Source Unknown,
2304,spring,2006,Wan Wan Celepoo Soreyuke! Tetsunoshin,Comet,51,23,"Kids,Fantasy,Comedy",38815,Original,
2235,spring,2006,Witchblade,Gonzo,24,24,"Superpower,Sci-Fi,Action",38813,Other,7.36
2301,spring,2006,Within the Bloody Woods,,2,2,Horror,38859,Source Unknown,
2229,spring,2006,xxxHOLiC,Production I.G,24,24,"Supernatural,Psychological,Mystery,Drama,Comedy",38814,Manga,7.88
2300,spring,2006,Yoshinaga-san'chi no Gargoyle,Studio Hibari,13,24,"Slice of Life,Fantasy,Comedy",38809,Source Unknown,
2311,spring,2006,Yoshinaga-san'chi no Gargoyle Specials,Studio Hibari,5,4,"Fantasy,Comedy,Adventure",38809,Source Unknown,
2288,spring,2006,Yume Tsukai,Madhouse,12,24,"Slice of Life,Magic,Fantasy,Drama",38816,Manga,
2279,spring,2006,Zegapain,Sunrise,26,23,"Sci-Fi,Romance,Mecha,Action",38813,Original,
2380,summer,2006,Aachi wa Ssipak,,1,88,"Comedy,Action",38896,Source Unknown,
2321,summer,2006,Air Gear,Toei Animation,25,24,"Sports,Shounen,Ecchi,Comedy,Action",38903,Manga,7.34
2339,summer,2006,Aria The Natural,Hal Film Maker,26,24,"Slice of Life,Shounen,Sci-Fi,Fantasy",38901,Manga,
2353,summer,2006,Binbou Shimai Monogatari,Toei Animation,10,24,"Slice of Life,Seinen,Drama,Comedy",38898,Manga,
2344,summer,2006,Black Cat: Toozakaru Neko,Gonzo,1,,"Superpower,Shounen,Sci-Fi,Comedy,Adventure,Action",38924,Manga,
2384,summer,2006,Black Jack (TV): Hizouban Specials,Tezuka Productions,2,23,Adventure,38915,Source Unknown,
2370,summer,2006,Black Jack 21,Tezuka Productions,17,24,"Drama,Action",38901,Source Unknown,
2386,summer,2006,Black Jack: Futari no Kuroi Isha,Tezuka Productions,1,93,Drama,38912,Source Unknown,
2331,summer,2006,Bokura ga Ita,Artland,26,25,"Slice of Life,Shoujo,Romance,Drama",38902,Manga,6.95
2337,summer,2006,Brave Story,Gonzo,1,112,"Supernatural,Magic,Kids,Fantasy,Adventure,Action",38906,Novel,
2354,summer,2006,Chocotto Sister,Nomad,24,24,"Romance,Ecchi,Drama,Comedy",38910,Manga,
2360,summer,2006,Coyote Ragtime Show,ufotable,12,24,"Shounen,Sci-Fi,Mecha,Comedy,Adventure,Action",38902,Original,
2349,summer,2006,Demashita! Powerpuff Girls Z,Toei Animation,52,25,"Shoujo,Sci-Fi,School,Magic,Comedy,Action",38899,Other,
2345,summer,2006,Detective Conan: Conan vs. Kid - Jet Black Sniper,,1,,"Shounen,Police,Mystery,Comedy,Adventure",38926,Source Unknown,
2363,summer,2006,Digimon Savers 3D: Digital World Kiki Ippatsu!,Toei Animation,1,,"Supernatural,Kids,Fantasy,Adventure,Action",38906,Original,
2329,summer,2006,Ergo Proxy,Manglobe,23,25,"Sci-Fi,Psychological,Mystery",38899,Original,7.9
2397,summer,2006,Fantascope: Tylostoma,Toei Animation,1,,"Supernatural,Fantasy",38930,Source Unknown,
