Index,Anime Index,Status,Viewers,Rating
27409,6873,Dropped,2,2.797
27410,6874,Watched,525,2.797
27411,6874,Watching,2,2.797
27412,6874,To-Watch,258,2.797
27413,6874,Dropped,12,2.797
27414,6875,Watched,919,2.797
27415,6875,Watching,24,2.797
27416,6875,To-Watch,781,2.797
27417,6875,Dropped,15,2.797
27418,6876,Watched,100,2.797
27419,6876,Watching,2,2.797
27420,6876,To-Watch,71,2.797
27421,6876,Dropped,8,2.797
27422,6877,Watched,295,2.796
27423,6877,Watching,5,2.796
27424,6877,To-Watch,292,2.796
27425,6877,Dropped,9,2.796
27426,6878,Watched,69,2.796
27427,6878,Watching,5,2.796
27428,6878,To-Watch,111,2.796
27429,6878,Dropped,5,2.796
27430,6879,Watched,50,2.796
27431,6879,Watching,2,2.796
27432,6879,To-Watch,39,2.796
27433,6879,Dropped,2,2.796
27434,6880,Watched,1327,2.796
27435,6880,Watching,475,2.796
27436,6880,To-Watch,1622,2.796
27437,6880,Dropped,376,2.796
27438,6881,Watched,5442,2.796
27439,6881,Watching,445,2.796
27440,6881,To-Watch,2430,2.796
27441,6881,Dropped,277,2.796
27442,6882,Watched,51,2.778
27443,6882,Watching,37,2.778
27444,6882,To-Watch,201,2.778
27445,6882,Dropped,18,2.778
27446,6883,Watched,2292,2.796
27447,6883,Watching,24,2.796
27448,6883,To-Watch,579,2.796
27449,6883,Dropped,34,2.796
27450,6884,Watched,41,2.795
27451,6884,Watching,1,2.795
27452,6884,To-Watch,17,2.795
27453,6884,Dropped,0,2.795
27454,6885,Watched,101,2.795
27455,6885,Watching,0,2.795
27456,6885,To-Watch,43,2.795
27457,6885,Dropped,1,2.795
27458,6886,Watched,143,2.795
27459,6886,Watching,26,2.795
27460,6886,To-Watch,216,2.795
27461,6886,Dropped,19,2.795
27462,6887,Watched,86,2.8
27463,6887,Watching,5,2.8
27464,6887,To-Watch,82,2.8
27465,6887,Dropped,6,2.8
27466,6888,Watched,32,2.795
27467,6888,Watching,1,2.795
27468,6888,To-Watch,41,2.795
27469,6888,Dropped,9,2.795
27470,6889,Watched,21,2.795
27471,6889,Watching,1,2.795
27472,6889,To-Watch,16,2.795
27473,6889,Dropped,1,2.795
27474,6890,Watched,2588,2.793
27475,6890,Watching,40,2.793
27476,6890,To-Watch,783,2.793
27477,6890,Dropped,30,2.793
27478,6891,Watched,160,2.794
27479,6891,Watching,1,2.794
27480,6891,To-Watch,79,2.794
27481,6891,Dropped,2,2.794
27482,6892,Watched,230,2.793
27483,6892,Watching,17,2.793
27484,6892,To-Watch,199,2.793
27485,6892,Dropped,9,2.793
27486,6893,Watched,949,2.794
27487,6893,Watching,13,2.794
27488,6893,To-Watch,330,2.794
27489,6893,Dropped,5,2.794
27490,6894,Watched,68,2.794
27491,6894,Watching,4,2.794
27492,6894,To-Watch,93,2.794
27493,6894,Dropped,8,2.794
27494,6895,Watched,163,2.793
27495,6895,Watching,4,2.793
27496,6895,To-Watch,215,2.793
27497,6895,Dropped,13,2.793
27498,6896,Watched,228,2.793
27499,6896,Watching,33,2.793
27500,6896,To-Watch,277,2.793
27501,6896,Dropped,34,2.793
27502,6897,Watched,25,2.793
27503,6897,Watching,5,2.793
27504,6897,To-Watch,64,2.793
27505,6897,Dropped,3,2.793
27506,6898,Watched,129,2.793
27507,6898,Watching,18,2.793
27508,6898,To-Watch,304,2.793
27509,6898,Dropped,22,2.793
27510,6899,Watched,10,2.792
27511,6899,Watching,7,2.792
27512,6899,To-Watch,51,2.792
27513,6899,Dropped,2,2.792
27514,6900,Watched,113,2.818
27515,6900,Watching,18,2.818
27516,6900,To-Watch,232,2.818
27517,6900,Dropped,8,2.818
27518,6901,Watched,265,2.792
27519,6901,Watching,8,2.792
27520,6901,To-Watch,214,2.792
27521,6901,Dropped,6,2.792
27522,6902,Watched,81,2.792
27523,6902,Watching,3,2.792
27524,6902,To-Watch,138,2.792
27525,6902,Dropped,6,2.792
27526,6903,Watched,1738,2.791
27527,6903,Watching,247,2.791
27528,6903,To-Watch,717,2.791
27529,6903,Dropped,92,2.791
27530,6904,Watched,285,2.791
27531,6904,Watching,37,2.791
27532,6904,To-Watch,360,2.791
27533,6904,Dropped,46,2.791
27534,6905,Watched,1193,2.791
27535,6905,Watching,22,2.791
27536,6905,To-Watch,1193,2.791
27537,6905,Dropped,11,2.791
27538,6906,Watched,67,2.791
27539,6906,Watching,3,2.791
27540,6906,To-Watch,87,2.791
27541,6906,Dropped,2,2.791
27542,6907,Watched,32,2.79
27543,6907,Watching,3,2.79
27544,6907,To-Watch,32,2.79
27545,6907,Dropped,4,2.79
27546,6908,Watched,25,2.79
27547,6908,Watching,0,2.79
27548,6908,To-Watch,10,2.79
27549,6908,Dropped,0,2.79
27550,6909,Watched,32,2.79
27551,6909,Watching,2,2.79
27552,6909,To-Watch,50,2.79
27553,6909,Dropped,4,2.79
27554,6910,Watched,726,2.789
27555,6910,Watching,36,2.789
27556,6910,To-Watch,825,2.789
27557,6910,Dropped,56,2.789
27558,6911,Watched,25,2.789
27559,6911,Watching,1,2.789
27560,6911,To-Watch,12,2.789
27561,6911,Dropped,0,2.789
27562,6912,Watched,215,2.789
27563,6912,Watching,5,2.789
27564,6912,To-Watch,248,2.789
27565,6912,Dropped,2,2.789
27566,6913,Watched,152,2.789
27567,6913,Watching,8,2.789
27568,6913,To-Watch,183,2.789
27569,6913,Dropped,6,2.789
27570,6914,Watched,123,2.788
27571,6914,Watching,6,2.788
27572,6914,To-Watch,93,2.788
27573,6914,Dropped,12,2.788
27574,6915,Watched,388,2.788
27575,6915,Watching,99,2.788
27576,6915,To-Watch,459,2.788
27577,6915,Dropped,157,2.788
27578,6916,Watched,28,2.788
27579,6916,Watching,0,2.788
27580,6916,To-Watch,7,2.788
27581,6916,Dropped,0,2.788
27582,6917,Watched,3353,2.788
27583,6917,Watching,287,2.788
27584,6917,To-Watch,914,2.788
27585,6917,Dropped,143,2.788
27586,6918,Watched,65,2.787
27587,6918,Watching,3,2.787
27588,6918,To-Watch,47,2.787
27589,6918,Dropped,3,2.787
27590,6919,Watched,1697,2.788
27591,6919,Watching,324,2.788
27592,6919,To-Watch,1554,2.788
27593,6919,Dropped,616,2.788
27594,6920,Watched,1356,2.787
27595,6920,Watching,27,2.787
27596,6920,To-Watch,1249,2.787
27597,6920,Dropped,49,2.787
27598,6921,Watched,2188,2.787
27599,6921,Watching,295,2.787
27600,6921,To-Watch,1567,2.787
27601,6921,Dropped,239,2.787
27602,6922,Watched,851,2.787
27603,6922,Watching,45,2.787
27604,6922,To-Watch,843,2.787
27605,6922,Dropped,106,2.787
27606,6923,Watched,23,2.787
27607,6923,Watching,7,2.787
27608,6923,To-Watch,40,2.787
27609,6923,Dropped,4,2.787
27610,6924,Watched,94,2.787
27611,6924,Watching,3,2.787
27612,6924,To-Watch,66,2.787
27613,6924,Dropped,2,2.787
27614,6925,Watched,96,2.786
27615,6925,Watching,12,2.786
27616,6925,To-Watch,94,2.786
27617,6925,Dropped,3,2.786
27618,6926,Watched,25,2.786
27619,6926,Watching,2,2.786
27620,6926,To-Watch,20,2.786
27621,6926,Dropped,0,2.786
27622,6927,Watched,2089,2.786
27623,6927,Watching,30,2.786
27624,6927,To-Watch,623,2.786
27625,6927,Dropped,36,2.786
27626,6928,Watched,200,2.786
27627,6928,Watching,7,2.786
27628,6928,To-Watch,131,2.786
27629,6928,Dropped,23,2.786
27630,6929,Watched,212,2.786
27631,6929,Watching,202,2.786
27632,6929,To-Watch,961,2.786
27633,6929,Dropped,81,2.786
27634,6930,Watched,302,2.785
27635,6930,Watching,12,2.785
27636,6930,To-Watch,175,2.785
27637,6930,Dropped,28,2.785
27638,6931,Watched,24,2.785
27639,6931,Watching,2,2.785
27640,6931,To-Watch,41,2.785
27641,6931,Dropped,1,2.785
27642,6932,Watched,62,2.785
27643,6932,Watching,2,2.785
27644,6932,To-Watch,45,2.785
27645,6932,Dropped,3,2.785
27646,6933,Watched,68,2.784
27647,6933,Watching,4,2.784
27648,6933,To-Watch,290,2.784
27649,6933,Dropped,2,2.784
27650,6934,Watched,48,2.784
27651,6934,Watching,9,2.784
27652,6934,To-Watch,103,2.784
27653,6934,Dropped,7,2.784
27654,6935,Watched,318,2.784
27655,6935,Watching,11,2.784
27656,6935,To-Watch,329,2.784
27657,6935,Dropped,23,2.784
27658,6936,Watched,49,2.783
27659,6936,Watching,8,2.783
27660,6936,To-Watch,263,2.783
27661,6936,Dropped,6,2.783
27662,6937,Watched,416,2.783
27663,6937,Watching,7,2.783
27664,6937,To-Watch,307,2.783
27665,6937,Dropped,9,2.783
27666,6938,Watched,652,2.783
27667,6938,Watching,24,2.783
27668,6938,To-Watch,616,2.783
27669,6938,Dropped,34,2.783
27670,6939,Watched,81,2.765
27671,6939,Watching,1,2.765
27672,6939,To-Watch,42,2.765
27673,6939,Dropped,1,2.765
27674,6940,Watched,26,2.782
27675,6940,Watching,2,2.782
27676,6940,To-Watch,18,2.782
27677,6940,Dropped,1,2.782
27678,6941,Watched,634,2.784
27679,6941,Watching,18,2.784
27680,6941,To-Watch,503,2.784
27681,6941,Dropped,9,2.784
27682,6942,Watched,51,2.782
27683,6942,Watching,1,2.782
27684,6942,To-Watch,19,2.782
27685,6942,Dropped,0,2.782
27686,6943,Watched,93,2.782
27687,6943,Watching,8,2.782
27688,6943,To-Watch,133,2.782
27689,6943,Dropped,13,2.782
27690,6944,Watched,662,2.774
27691,6944,Watching,68,2.774
27692,6944,To-Watch,1072,2.774
27693,6944,Dropped,41,2.774
27694,6945,Watched,173,2.782
27695,6945,Watching,19,2.782
27696,6945,To-Watch,263,2.782
27697,6945,Dropped,8,2.782
27698,6946,Watched,455,2.782
27699,6946,Watching,10,2.782
27700,6946,To-Watch,216,2.782
27701,6946,Dropped,6,2.782
27702,6947,Watched,38,2.781
27703,6947,Watching,5,2.781
27704,6947,To-Watch,43,2.781
27705,6947,Dropped,4,2.781
27706,6948,Watched,529,2.781
27707,6948,Watching,1,2.781
27708,6948,To-Watch,192,2.781
27709,6948,Dropped,10,2.781
27710,6949,Watched,90,2.781
27711,6949,Watching,3,2.781
27712,6949,To-Watch,106,2.781
27713,6949,Dropped,5,2.781
27714,6950,Watched,52,2.78
27715,6950,Watching,2,2.78
27716,6950,To-Watch,68,2.78
27717,6950,Dropped,4,2.78
27718,6951,Watched,21,2.78
27719,6951,Watching,1,2.78
27720,6951,To-Watch,21,2.78
27721,6951,Dropped,0,2.78
27722,6952,Watched,79,2.78
27723,6952,Watching,3,2.78
27724,6952,To-Watch,173,2.78
27725,6952,Dropped,10,2.78
27726,6953,Watched,834,2.78
27727,6953,Watching,19,2.78
27728,6953,To-Watch,356,2.78
27729,6953,Dropped,37,2.78
27730,6954,Watched,166,2.781
27731,6954,Watching,6,2.781
27732,6954,To-Watch,82,2.781
27733,6954,Dropped,1,2.781
27734,6955,Watched,316,2.78
27735,6955,Watching,67,2.78
27736,6955,To-Watch,258,2.78
27737,6955,Dropped,38,2.78
27738,6956,Watched,1266,2.779
27739,6956,Watching,66,2.779
27740,6956,To-Watch,1215,2.779
27741,6956,Dropped,68,2.779
27742,6957,Watched,663,2.777
27743,6957,Watching,561,2.777
27744,6957,To-Watch,1565,2.777
27745,6957,Dropped,332,2.777
27746,6958,Watched,430,2.767
27747,6958,Watching,25,2.767
27748,6958,To-Watch,456,2.767
27749,6958,Dropped,13,2.767
27750,6959,Watched,59,2.779
27751,6959,Watching,4,2.779
27752,6959,To-Watch,88,2.779
27753,6959,Dropped,4,2.779
27754,6960,Watched,59,2.778
27755,6960,Watching,3,2.778
27756,6960,To-Watch,124,2.778
27757,6960,Dropped,13,2.778
27758,6961,Watched,776,2.778
27759,6961,Watching,205,2.778
27760,6961,To-Watch,1226,2.778
27761,6961,Dropped,273,2.778
27762,6962,Watched,71,2.778
27763,6962,Watching,5,2.778
27764,6962,To-Watch,150,2.778
27765,6962,Dropped,3,2.778
27766,6963,Watched,184,2.778
27767,6963,Watching,7,2.778
27768,6963,To-Watch,177,2.778
27769,6963,Dropped,4,2.778
27770,6964,Watched,1269,2.775
27771,6964,Watching,79,2.775
27772,6964,To-Watch,1357,2.775
27773,6964,Dropped,72,2.775
27774,6965,Watched,33,2.778
27775,6965,Watching,2,2.778
27776,6965,To-Watch,46,2.778
27777,6965,Dropped,3,2.778
27778,6966,Watched,156,2.777
27779,6966,Watching,2,2.777
27780,6966,To-Watch,51,2.777
27781,6966,Dropped,4,2.777
27782,6967,Watched,41,2.705
27783,6967,Watching,126,2.705
27784,6967,To-Watch,231,2.705
27785,6967,Dropped,17,2.705
27786,6968,Watched,30,2.777
27787,6968,Watching,0,2.777
27788,6968,To-Watch,10,2.777
27789,6968,Dropped,0,2.777
27790,6969,Watched,48,2.777
27791,6969,Watching,9,2.777
27792,6969,To-Watch,79,2.777
27793,6969,Dropped,12,2.777
27794,6970,Watched,108,2.777
27795,6970,Watching,5,2.777
27796,6970,To-Watch,64,2.777
27797,6970,Dropped,9,2.777
27798,6971,Watched,58,2.776
27799,6971,Watching,0,2.776
27800,6971,To-Watch,82,2.776
27801,6971,Dropped,7,2.776
27802,6972,Watched,34,2.776
27803,6972,Watching,3,2.776
27804,6972,To-Watch,23,2.776
27805,6972,Dropped,2,2.776
27806,6973,Watched,457,2.776
27807,6973,Watching,93,2.776
27808,6973,To-Watch,430,2.776
27809,6973,Dropped,76,2.776
27810,6974,Watched,576,2.776
27811,6974,Watching,76,2.776
27812,6974,To-Watch,432,2.776
27813,6974,Dropped,146,2.776
27814,6975,Watched,21,2.775
27815,6975,Watching,2,2.775
27816,6975,To-Watch,22,2.775
27817,6975,Dropped,1,2.775
27818,6976,Watched,226,2.775
27819,6976,Watching,52,2.775
27820,6976,To-Watch,456,2.775
27821,6976,Dropped,13,2.775
27822,6977,Watched,88,2.775
27823,6977,Watching,1,2.775
27824,6977,To-Watch,37,2.775
27825,6977,Dropped,5,2.775
27826,6978,Watched,341,2.775
27827,6978,Watching,40,2.775
27828,6978,To-Watch,385,2.775
27829,6978,Dropped,28,2.775
27830,6979,Watched,252,2.774
27831,6979,Watching,6,2.774
27832,6979,To-Watch,164,2.774
27833,6979,Dropped,16,2.774
27834,6980,Watched,377,2.774
27835,6980,Watching,9,2.774
27836,6980,To-Watch,273,2.774
27837,6980,Dropped,4,2.774
27838,6981,Watched,36,2.774
27839,6981,Watching,53,2.774
27840,6981,To-Watch,592,2.774
27841,6981,Dropped,23,2.774
27842,6982,Watched,24,2.773
27843,6982,Watching,8,2.773
27844,6982,To-Watch,72,2.773
27845,6982,Dropped,9,2.773
27846,6983,Watched,872,2.773
27847,6983,Watching,369,2.773
27848,6983,To-Watch,1377,2.773
27849,6983,Dropped,331,2.773
27850,6984,Watched,91,2.773
27851,6984,Watching,5,2.773
27852,6984,To-Watch,100,2.773
27853,6984,Dropped,14,2.773
27854,6985,Watched,1057,2.773
27855,6985,Watching,4,2.773
27856,6985,To-Watch,503,2.773
27857,6985,Dropped,14,2.773
27858,6986,Watched,2530,2.772
27859,6986,Watching,40,2.772
27860,6986,To-Watch,934,2.772
27861,6986,Dropped,54,2.772
27862,6987,Watched,226,2.772
27863,6987,Watching,35,2.772
27864,6987,To-Watch,292,2.772
27865,6987,Dropped,33,2.772
27866,6988,Watched,1520,2.772
27867,6988,Watching,119,2.772
27868,6988,To-Watch,1580,2.772
27869,6988,Dropped,55,2.772
27870,6989,Watched,41,2.772
27871,6989,Watching,5,2.772
27872,6989,To-Watch,88,2.772
27873,6989,Dropped,7,2.772
27874,6990,Watched,75,2.772
27875,6990,Watching,3,2.772
27876,6990,To-Watch,41,2.772
27877,6990,Dropped,4,2.772
27878,6991,Watched,48,2.771
27879,6991,Watching,2,2.771
27880,6991,To-Watch,58,2.771
27881,6991,Dropped,9,2.771
27882,6992,Watched,210,2.771
27883,6992,Watching,36,2.771
27884,6992,To-Watch,238,2.771
27885,6992,Dropped,17,2.771
27886,6993,Watched,45,2.771
27887,6993,Watching,4,2.771
27888,6993,To-Watch,67,2.771
27889,6993,Dropped,8,2.771
27890,6994,Watched,127,2.771
27891,6994,Watching,3,2.771
27892,6994,To-Watch,136,2.771
27893,6994,Dropped,3,2.771
27894,6995,Watched,3527,2.771
27895,6995,Watching,254,2.771
27896,6995,To-Watch,2506,2.771
27897,6995,Dropped,452,2.771
27898,6996,Watched,152,2.771
27899,6996,Watching,6,2.771
27900,6996,To-Watch,122,2.771
27901,6996,Dropped,8,2.771
27902,6997,Watched,1165,2.77
27903,6997,Watching,123,2.77
27904,6997,To-Watch,1815,2.77
27905,6997,Dropped,255,2.77
27906,6998,Watched,719,2.77
27907,6998,Watching,354,2.77
27908,6998,To-Watch,1160,2.77
27909,6998,Dropped,283,2.77
27910,6999,Watched,340,2.77
27911,6999,Watching,19,2.77
27912,6999,To-Watch,194,2.77
27913,6999,Dropped,13,2.77
27914,7000,Watched,247,2.77
27915,7000,Watching,8,2.77
27916,7000,To-Watch,222,2.77
27917,7000,Dropped,12,2.77
27918,7001,Watched,62,2.769
27919,7001,Watching,2,2.769
27920,7001,To-Watch,71,2.769
27921,7001,Dropped,4,2.769
27922,7002,Watched,138,2.769
27923,7002,Watching,23,2.769
27924,7002,To-Watch,100,2.769
27925,7002,Dropped,4,2.769
27926,7003,Watched,34,2.769
27927,7003,Watching,0,2.769
27928,7003,To-Watch,18,2.769
27929,7003,Dropped,0,2.769
27930,7004,Watched,38,2.769
27931,7004,Watching,2,2.769
27932,7004,To-Watch,18,2.769
27933,7004,Dropped,0,2.769
27934,7005,Watched,14,2.768
27935,7005,Watching,8,2.768
27936,7005,To-Watch,90,2.768
27937,7005,Dropped,2,2.768
27938,7006,Watched,30,2.768
27939,7006,Watching,0,2.768
27940,7006,To-Watch,9,2.768
27941,7006,Dropped,0,2.768
27942,7007,Watched,1297,2.768
27943,7007,Watching,101,2.768
27944,7007,To-Watch,1103,2.768
27945,7007,Dropped,115,2.768
27946,7008,Watched,24,2.768
27947,7008,Watching,0,2.768
27948,7008,To-Watch,17,2.768
27949,7008,Dropped,0,2.768
27950,7009,Watched,1125,2.774
27951,7009,Watching,14,2.774
27952,7009,To-Watch,343,2.774
27953,7009,Dropped,6,2.774
27954,7010,Watching,1078,2.783
27955,7010,To-Watch,1067,2.783
27956,7010,Dropped,129,2.783
27957,7011,Watched,392,2.767
27958,7011,Watching,4,2.767
27959,7011,To-Watch,114,2.767
27960,7011,Dropped,2,2.767
27961,7012,Watched,848,2.767
27962,7012,Watching,47,2.767
27963,7012,To-Watch,723,2.767
27964,7012,Dropped,18,2.767
27965,7013,Watched,81,2.767
27966,7013,Watching,3,2.767
27967,7013,To-Watch,80,2.767
27968,7013,Dropped,1,2.767
27969,7014,Watched,6318,2.767
27970,7014,Watching,69,2.767
27971,7014,To-Watch,3159,2.767
27972,7014,Dropped,136,2.767
27973,7015,Watched,40,2.766
27974,7015,Watching,0,2.766
27975,7015,To-Watch,17,2.766
27976,7015,Dropped,1,2.766
27977,7016,Watched,49,2.766
27978,7016,Watching,2,2.766
27979,7016,To-Watch,69,2.766
27980,7016,Dropped,4,2.766
27981,7017,Watched,18,2.766
27982,7017,Watching,1,2.766
27983,7017,To-Watch,7,2.766
27984,7017,Dropped,0,2.766
27985,7018,Watched,24,2.766
27986,7018,Watching,0,2.766
27987,7018,To-Watch,5,2.766
27988,7018,Dropped,0,2.766
27989,7019,Watched,337,2.766
27990,7019,Watching,11,2.766
27991,7019,To-Watch,235,2.766
27992,7019,Dropped,12,2.766
27993,7020,Watched,330,2.766
27994,7020,Watching,4,2.766
27995,7020,To-Watch,288,2.766
27996,7020,Dropped,6,2.766
27997,7021,Watched,39,2.765
27998,7021,Watching,26,2.765
27999,7021,To-Watch,34,2.765
28000,7021,Dropped,13,2.765
28001,7022,Watched,2374,2.765
28002,7022,Watching,28,2.765
28003,7022,To-Watch,791,2.765
28004,7022,Dropped,15,2.765
28005,7023,Watched,13,2.765
28006,7023,Watching,0,2.765
28007,7023,To-Watch,14,2.765
28008,7023,Dropped,0,2.765
28009,7024,Watched,170,2.764
28010,7024,Watching,4,2.764
28011,7024,To-Watch,120,2.764
28012,7024,Dropped,5,2.764
28013,7025,Watched,48,2.764
28014,7025,Watching,0,2.764
28015,7025,To-Watch,22,2.764
28016,7025,Dropped,0,2.764
28017,7026,Watched,48,2.764
28018,7026,Watching,0,2.764
28019,7026,To-Watch,23,2.764
28020,7026,Dropped,0,2.764
28021,7027,Watched,105,2.764
28022,7027,Watching,2,2.764
28023,7027,To-Watch,163,2.764
28024,7027,Dropped,7,2.764
28025,7028,Watched,310,2.768
28026,7028,Watching,2,2.768
28027,7028,To-Watch,57,2.768
28028,7028,Dropped,3,2.768
28029,7029,Watched,2617,2.763
28030,7029,Watching,17,2.763
28031,7029,To-Watch,578,2.763
28032,7029,Dropped,9,2.763
28033,7030,Watched,2347,2.763
28034,7030,Watching,272,2.763
28035,7030,To-Watch,902,2.763
28036,7030,Dropped,389,2.763
28037,7031,Watched,230,2.767
28038,7031,Watching,10,2.767
28039,7031,To-Watch,186,2.767
28040,7031,Dropped,7,2.767
28041,7032,Watched,18,2.763
28042,7032,Watching,1,2.763
28043,7032,To-Watch,31,2.763
28044,7032,Dropped,1,2.763
28045,7033,Watched,7883,2.763
28046,7033,Watching,112,2.763
28047,7033,To-Watch,2745,2.763
28048,7033,Dropped,131,2.763
28049,7034,Watched,198,2.763
28050,7034,Watching,0,2.763
28051,7034,To-Watch,100,2.763
28052,7034,Dropped,5,2.763
28053,7035,Watched,87,2.762
28054,7035,Watching,43,2.762
28055,7035,To-Watch,223,2.762
28056,7035,Dropped,39,2.762
28057,7036,Watched,159,2.762
28058,7036,Watching,5,2.762
28059,7036,To-Watch,87,2.762
28060,7036,Dropped,12,2.762
28061,7037,Watched,14,2.762
28062,7037,Watching,5,2.762
28063,7037,To-Watch,37,2.762
28064,7037,Dropped,0,2.762
28065,7038,Watched,2191,2.762
28066,7038,Watching,25,2.762
28067,7038,To-Watch,1008,2.762
28068,7038,Dropped,30,2.762
28069,7039,Watched,57,2.761
28070,7039,Watching,0,2.761
28071,7039,To-Watch,35,2.761
28072,7039,Dropped,0,2.761
28073,7040,Watched,561,2.761
28074,7040,Watching,9,2.761
28075,7040,To-Watch,462,2.761
28076,7040,Dropped,12,2.761
28077,7041,Watched,1578,2.761
28078,7041,Watching,12,2.761
28079,7041,To-Watch,694,2.761
28080,7041,Dropped,26,2.761
28081,7042,Watched,13741,2.761
28082,7042,Watching,2375,2.761
28083,7042,To-Watch,7322,2.761
28084,7042,Dropped,3302,2.761
28085,7043,Watched,24,2.76
28086,7043,Watching,1,2.76
28087,7043,To-Watch,18,2.76
28088,7043,Dropped,0,2.76
28089,7044,Watched,83,2.76
28090,7044,Watching,1,2.76
28091,7044,To-Watch,71,2.76
28092,7044,Dropped,4,2.76
28093,7045,Watched,307,2.76
28094,7045,Watching,3,2.76
28095,7045,To-Watch,204,2.76
28096,7045,Dropped,5,2.76
28097,7046,Watched,214,2.76
28098,7046,Watching,8,2.76
28099,7046,To-Watch,156,2.76
28100,7046,Dropped,6,2.76
28101,7047,Watched,44,2.76
28102,7047,Watching,2,2.76
28103,7047,To-Watch,72,2.76
28104,7047,Dropped,2,2.76
28105,7048,Watched,155,2.76
28106,7048,Watching,6,2.76
28107,7048,To-Watch,78,2.76
28108,7048,Dropped,3,2.76
28109,7049,Watched,260,2.759
28110,7049,Watching,6,2.759
28111,7049,To-Watch,237,2.759
28112,7049,Dropped,15,2.759
28113,7050,Watched,1637,2.759
28114,7050,Watching,293,2.759
28115,7050,To-Watch,1109,2.759
28116,7050,Dropped,452,2.759
28117,7051,Watched,532,2.759
28118,7051,Watching,2,2.759
28119,7051,To-Watch,285,2.759
28120,7051,Dropped,7,2.759
28121,7052,Watched,45,2.759
28122,7052,Watching,1,2.759
28123,7052,To-Watch,8,2.759
28124,7052,Dropped,1,2.759
28125,7053,Watched,412,2.758
28126,7053,Watching,121,2.758
28127,7053,To-Watch,546,2.758
28128,7053,Dropped,164,2.758
28129,7054,Watched,977,2.758
28130,7054,Watching,36,2.758
28131,7054,To-Watch,637,2.758
28132,7054,Dropped,73,2.758
28133,7055,Watched,54,2.758
28134,7055,Watching,0,2.758
28135,7055,To-Watch,65,2.758
28136,7055,Dropped,10,2.758
28137,7056,Watched,416,2.758
28138,7056,Watching,5,2.758
28139,7056,To-Watch,136,2.758
28140,7056,Dropped,10,2.758
28141,7057,Watched,23,2.758
28142,7057,Watching,1,2.758
28143,7057,To-Watch,16,2.758
28144,7057,Dropped,1,2.758
28145,7058,Watched,613,2.757
28146,7058,Watching,9,2.757
28147,7058,To-Watch,461,2.757
28148,7058,Dropped,20,2.757
28149,7059,Watched,89,2.757
28150,7059,Watching,11,2.757
28151,7059,To-Watch,154,2.757
28152,7059,Dropped,14,2.757
28153,7060,Watched,489,2.757
28154,7060,Watching,202,2.757
28155,7060,To-Watch,1184,2.757
28156,7060,Dropped,208,2.757
28157,7061,Watched,72,2.757
28158,7061,Watching,2,2.757
28159,7061,To-Watch,23,2.757
28160,7061,Dropped,1,2.757
28161,7062,Watched,208,2.765
28162,7062,Watching,13,2.765
28163,7062,To-Watch,203,2.765
28164,7062,Dropped,13,2.765
28165,7063,Watched,2511,2.757
28166,7063,Watching,44,2.757
28167,7063,To-Watch,885,2.757
28168,7063,Dropped,23,2.757
28169,7064,Watched,2754,2.756
28170,7064,Watching,138,2.756
28171,7064,To-Watch,1622,2.756
28172,7064,Dropped,210,2.756
28173,7065,Watched,13080,2.756
28174,7065,Watching,1019,2.756
28175,7065,To-Watch,3769,2.756
28176,7065,Dropped,1699,2.756
28177,7066,Watched,23,2.756
28178,7066,Watching,2,2.756
28179,7066,To-Watch,30,2.756
28180,7066,Dropped,1,2.756
28181,7067,Watched,43,2.756
28182,7067,Watching,2,2.756
28183,7067,To-Watch,47,2.756
28184,7067,Dropped,4,2.756
28185,7068,Watched,24,2.756
28186,7068,Watching,0,2.756
28187,7068,To-Watch,8,2.756
28188,7068,Dropped,0,2.756
28189,7069,Watched,16,2.755
28190,7069,Watching,5,2.755
28191,7069,To-Watch,34,2.755
28192,7069,Dropped,5,2.755
28193,7070,Watched,123,2.755
28194,7070,Watching,1,2.755
28195,7070,To-Watch,70,2.755
28196,7070,Dropped,3,2.755
28197,7071,Watched,306,2.755
28198,7071,Watching,6,2.755
28199,7071,To-Watch,300,2.755
28200,7071,Dropped,7,2.755
28201,7072,Watched,715,2.755
28202,7072,Watching,24,2.755
28203,7072,To-Watch,610,2.755
28204,7072,Dropped,48,2.755
28205,7073,Watched,2349,2.755
28206,7073,Watching,508,2.755
28207,7073,To-Watch,1684,2.755
28208,7073,Dropped,508,2.755
28209,7074,Watched,1181,2.755
28210,7074,Watching,25,2.755
28211,7074,To-Watch,618,2.755
28212,7074,Dropped,10,2.755
28213,7075,Watched,867,2.754
28214,7075,Watching,12,2.754
28215,7075,To-Watch,446,2.754
28216,7075,Dropped,13,2.754
28217,7076,Watched,558,2.754
28218,7076,Watching,8,2.754
28219,7076,To-Watch,383,2.754
28220,7076,Dropped,22,2.754
28221,7077,Watched,269,2.754
28222,7077,Watching,7,2.754
28223,7077,To-Watch,487,2.754
28224,7077,Dropped,5,2.754
28225,7078,Watched,1134,2.754
28226,7078,Watching,8,2.754
28227,7078,To-Watch,698,2.754
28228,7078,Dropped,9,2.754
28229,7079,Watched,639,2.753
28230,7079,Watching,15,2.753
28231,7079,To-Watch,329,2.753
28232,7079,Dropped,14,2.753
28233,7080,Watched,54,2.753
28234,7080,Watching,0,2.753
28235,7080,To-Watch,15,2.753
28236,7080,Dropped,1,2.753
28237,7081,Watched,28,2.753
28238,7081,Watching,3,2.753
